Data,Hora (UTC),Temp. Ins. (C),Umi. Ins. (%)
2024-11-09,200,19.0,94.0
2024-11-09,300,19.1,93.0
2024-11-09,400,19.3,95.0
2024-11-09,500,19.2,95.0
2024-11-09,600,19.0,96.0
2024-11-09,700,19.1,95.0
2024-11-09,800,19.0,95.0
2024-11-09,900,18.9,95.0
2024-11-09,1000,20.0,92.0
2024-11-09,1100,20.8,90.0
2024-11-09,1200,22.5,82.0
2024-11-09,1300,23.1,76.0
2024-11-09,1400,22.6,80.0
2024-11-09,1500,22.4,80.0
2024-11-09,1600,22.7,77.0
2024-11-09,1700,21.5,84.0
2024-11-09,1800,20.5,84.0
2024-11-09,1900,19.7,89.0
2024-11-09,2000,20.0,89.0
2024-11-09,2100,20.0,87.0
2024-11-09,2200,19.7,87.0
2024-11-09,2300,19.3,92.0
2024-11-10,0,19.3,92.0
2024-11-10,100,18.7,95.0
2024-11-10,200,18.5,96.0
2024-11-10,300,18.4,96.0
2024-11-10,400,18.7,87.0
2024-11-10,500,18.2,87.0
2024-11-10,600,17.6,88.0
2024-11-10,700,16.3,92.0
2024-11-10,800,17.0,90.0
2024-11-10,900,17.0,93.0
2024-11-10,1000,20.3,80.0
2024-11-10,1100,22.1,74.0
2024-11-10,1200,23.6,68.0
2024-11-10,1300,24.3,62.0
2024-11-10,1400,26.0,54.0
2024-11-10,1500,26.6,54.0
2024-11-10,1600,25.2,65.0
2024-11-10,1700,27.4,59.0
2024-11-10,1800,28.0,53.0
2024-11-10,1900,28.7,50.0
2024-11-10,2000,28.4,49.0
2024-11-10,2100,23.0,77.0
2024-11-10,2200,22.6,79.0
2024-11-10,2300,20.3,95.0
2024-11-11,0,20.8,96.0
2024-11-11,100,20.3,96.0
2024-11-11,200,20.0,96.0
2024-11-11,300,19.3,96.0
2024-11-11,400,19.0,97.0
2024-11-11,500,18.6,97.0
2024-11-11,600,19.1,97.0
2024-11-11,700,18.4,97.0
2024-11-11,800,18.7,97.0
2024-11-11,900,18.7,97.0
2024-11-11,1000,19.6,97.0
2024-11-11,1100,21.4,86.0
2024-11-11,1200,21.9,86.0
2024-11-11,1300,23.4,78.0
2024-11-11,1400,24.1,73.0
2024-11-11,1500,26.6,62.0
2024-11-11,1600,26.9,60.0
2024-11-11,1700,26.2,65.0
2024-11-11,1800,21.7,81.0
2024-11-11,1900,21.5,87.0
2024-11-11,2000,20.6,85.0
2024-11-11,2100,21.0,89.0
2024-11-11,2200,20.0,93.0
2024-11-11,2300,19.9,94.0
2024-11-12,0,20.2,93.0
2024-11-12,100,20.3,93.0
2024-11-12,200,20.1,95.0
2024-11-12,300,19.2,95.0
2024-11-12,400,19.2,97.0
2024-11-12,500,19.0,97.0
2024-11-12,600,19.1,98.0
2024-11-12,700,18.9,98.0
2024-11-12,800,18.5,98.0
2024-11-12,900,18.9,98.0
2024-11-12,1000,20.5,95.0
2024-11-12,1100,21.0,89.0
2024-11-12,1200,22.5,83.0
2024-11-12,1300,23.2,75.0
2024-11-12,1400,24.1,72.0
2024-11-12,1500,25.6,66.0
2024-11-12,1600,27.2,56.0
2024-11-12,1700,27.8,55.0
2024-11-12,1800,26.7,59.0
2024-11-12,1900,27.0,56.0
2024-11-12,2000,25.0,64.0
2024-11-12,2100,24.4,65.0
2024-11-12,2200,22.9,78.0
2024-11-12,2300,21.7,85.0
2024-11-13,0,21.5,87.0
2024-11-13,100,21.0,90.0
2024-11-13,200,21.3,87.0
2024-11-13,300,20.7,90.0
2024-11-13,400,20.7,91.0
2024-11-13,500,20.4,92.0
2024-11-13,600,20.2,90.0
2024-11-13,700,19.3,92.0
2024-11-13,800,18.7,94.0
2024-11-13,900,19.0,93.0
2024-11-13,1000,20.4,88.0
2024-11-13,1100,21.7,84.0
2024-11-13,1200,22.9,78.0
2024-11-13,1300,24.3,72.0
2024-11-13,1400,25.4,66.0
2024-11-13,1500,25.4,61.0
2024-11-13,1600,26.6,60.0
2024-11-13,1700,28.6,51.0
2024-11-13,1800,19.6,93.0
2024-11-13,1900,19.1,95.0
2024-11-13,2000,19.8,96.0
2024-11-13,2100,19.9,96.0
2024-11-13,2200,20.3,96.0
2024-11-13,2300,19.0,96.0
2024-11-14,0,18.9,97.0
2024-11-14,100,18.6,97.0
2024-11-14,200,18.7,97.0
2024-11-14,300,18.7,97.0
2024-11-14,400,18.5,98.0
2024-11-14,500,18.4,98.0
2024-11-14,600,18.5,98.0
2024-11-14,700,18.6,97.0
2024-11-14,800,18.5,97.0
2024-11-14,900,18.5,97.0
2024-11-14,1000,19.0,96.0
2024-11-14,1100,19.4,94.0
2024-11-14,1200,19.6,92.0
2024-11-14,1300,20.1,92.0
2024-11-14,1400,21.7,84.0
2024-11-14,1500,22.6,80.0
2024-11-14,1600,23.7,78.0
2024-11-14,1700,23.4,79.0
2024-11-14,1800,22.3,84.0
2024-11-14,1900,20.8,87.0
2024-11-14,2000,20.0,93.0
2024-11-14,2100,19.9,95.0
2024-11-14,2200,19.9,96.0
2024-11-14,2300,19.6,96.0
2024-11-15,0,19.5,96.0
2024-11-15,100,19.4,97.0
2024-11-15,200,19.3,95.0
2024-11-15,300,19.0,96.0
2024-11-15,400,18.9,95.0
2024-11-15,500,19.0,95.0
2024-11-15,600,19.2,94.0
2024-11-15,700,18.9,94.0
2024-11-15,800,18.2,97.0
2024-11-15,900,18.3,98.0
2024-11-15,1000,17.7,96.0
2024-11-15,1100,17.8,97.0
2024-11-15,1200,18.3,97.0
2024-11-15,1300,18.9,97.0
2024-11-15,1400,19.2,95.0
2024-11-15,1500,20.0,92.0
2024-11-15,1600,19.7,91.0
2024-11-15,1700,19.9,93.0
2024-11-15,1800,19.5,94.0
2024-11-15,1900,19.1,94.0
2024-11-15,2000,19.1,94.0
2024-11-15,2100,18.9,92.0
2024-11-15,2200,18.5,95.0
2024-11-15,2300,18.5,95.0
2024-11-16,0,18.5,95.0
2024-11-16,100,18.9,96.0
2024-11-16,200,18.9,97.0
2024-11-16,300,18.6,97.0
2024-11-16,400,18.6,97.0
2024-11-16,500,18.3,92.0
2024-11-16,600,18.2,92.0
2024-11-16,700,18.6,92.0
2024-11-16,800,18.6,92.0
2024-11-16,900,18.9,87.0
2024-11-16,1000,19.3,86.0
2024-11-16,1100,20.5,85.0
2024-11-16,1200,21.0,82.0
2024-11-16,1300,23.3,72.0
2024-11-16,1400,23.4,69.0
2024-11-16,1500,24.3,67.0
2024-11-16,1600,24.5,67.0
2024-11-16,1700,24.9,61.0
2024-11-16,1800,24.7,63.0
2024-11-16,1900,24.7,62.0
2024-11-16,2000,24.3,64.0
2024-11-16,2100,23.8,56.0
2024-11-16,2200,23.4,59.0
2024-11-16,2300,21.2,86.0
2024-11-17,0,20.5,85.0
2024-11-17,100,19.3,93.0
2024-11-17,200,18.9,94.0
2024-11-17,300,19.0,96.0
2024-11-17,400,18.9,97.0
2024-11-17,500,19.0,95.0
2024-11-17,600,19.0,94.0
2024-11-17,700,18.4,92.0
2024-11-17,800,18.1,94.0
2024-11-17,900,18.5,91.0
2024-11-17,1000,19.5,86.0
2024-11-17,1100,20.0,85.0
2024-11-17,1200,20.4,85.0
2024-11-17,1300,20.3,88.0
2024-11-17,1400,19.7,92.0
2024-11-17,1500,19.2,94.0
2024-11-17,1600,19.6,90.0
2024-11-17,1700,21.4,84.0
2024-11-17,1800,23.1,71.0
2024-11-17,1900,22.4,73.0
2024-11-17,2000,21.9,74.0
2024-11-17,2100,19.4,91.0
2024-11-17,2200,19.2,92.0
2024-11-17,2300,19.3,94.0
2024-11-18,0,19.0,96.0
2024-11-18,100,19.1,96.0
2024-11-18,200,18.8,97.0
2024-11-18,300,19.1,97.0
2024-11-18,400,19.0,97.0
2024-11-18,500,19.0,97.0
2024-11-18,600,19.0,98.0
2024-11-18,700,18.8,97.0
2024-11-18,800,18.7,97.0
2024-11-18,900,18.6,96.0
2024-11-18,1000,19.2,94.0
2024-11-18,1100,21.0,84.0
2024-11-18,1200,23.0,76.0
2024-11-18,1300,24.3,69.0
2024-11-18,1400,25.7,57.0
2024-11-18,1500,27.3,54.0
2024-11-18,1600,26.8,52.0
2024-11-18,1700,25.2,62.0
2024-11-18,1800,24.7,71.0
2024-11-18,1900,26.5,61.0
2024-11-18,2000,26.3,58.0
2024-11-18,2100,25.1,63.0
2024-11-18,2200,23.8,71.0
2024-11-18,2300,23.6,71.0
2024-11-19,0,22.4,79.0
2024-11-19,100,22.5,79.0
2024-11-19,200,20.8,85.0
2024-11-19,300,20.7,84.0
2024-11-19,400,20.1,88.0
2024-11-19,500,18.4,95.0
2024-11-19,600,17.5,97.0
2024-11-19,700,17.6,98.0
2024-11-19,800,18.3,97.0
2024-11-19,900,17.9,94.0
2024-11-19,1000,19.3,91.0
2024-11-19,1100,21.7,81.0
2024-11-19,1200,24.3,67.0
2024-11-19,1300,25.9,57.0
2024-11-19,1400,27.0,51.0
2024-11-19,1500,27.7,47.0
2024-11-19,1600,29.0,49.0
2024-11-19,1700,27.4,54.0
2024-11-19,1800,22.5,73.0
2024-11-19,1900,25.9,63.0
2024-11-19,2000,24.7,69.0
2024-11-19,2100,24.4,73.0
2024-11-19,2200,22.5,71.0
2024-11-19,2300,22.3,78.0
2024-11-20,0,22.0,81.0
2024-11-20,100,21.4,83.0
2024-11-20,200,21.1,82.0
2024-11-20,300,20.9,81.0
2024-11-20,400,20.1,88.0
2024-11-20,500,19.1,96.0
2024-11-20,600,19.0,96.0
2024-11-20,700,18.9,96.0
2024-11-20,800,18.9,97.0
2024-11-20,900,19.1,96.0
2024-11-20,1000,20.4,93.0
2024-11-20,1100,21.9,86.0
2024-11-20,1200,23.4,78.0
2024-11-20,1300,25.4,68.0
2024-11-20,1400,26.7,62.0
2024-11-20,1500,27.8,57.0
2024-11-20,1600,29.0,53.0
2024-11-20,1700,29.4,44.0
2024-11-20,1800,29.3,52.0
2024-11-20,1900,27.6,53.0
2024-11-20,2000,25.9,61.0
2024-11-20,2100,25.1,68.0
2024-11-20,2200,25.1,68.0
2024-11-20,2300,24.6,69.0
2024-11-21,0,21.8,90.0
2024-11-21,100,19.8,95.0
2024-11-21,200,20.3,95.0
2024-11-21,300,19.1,93.0
2024-11-21,400,18.6,93.0
2024-11-21,500,18.4,92.0
2024-11-21,600,18.0,91.0
2024-11-21,700,18.4,91.0
2024-11-21,800,19.0,92.0
2024-11-21,900,18.9,92.0
2024-11-21,1000,21.3,82.0
2024-11-21,1100,22.8,78.0
2024-11-21,1200,25.5,65.0
2024-11-21,1300,26.0,67.0
2024-11-21,1400,27.0,59.0
2024-11-21,1500,27.2,59.0
2024-11-21,1600,27.7,52.0
2024-11-21,1700,27.9,55.0
2024-11-21,1800,27.1,59.0
2024-11-21,1900,27.9,57.0
2024-11-21,2000,28.2,51.0
2024-11-21,2100,24.1,67.0
2024-11-21,2200,22.7,73.0
2024-11-21,2300,23.0,81.0
2024-11-22,0,22.1,86.0
2024-11-22,100,18.6,93.0
2024-11-22,200,18.7,96.0
2024-11-22,300,18.2,97.0
2024-11-22,400,18.2,94.0
2024-11-22,500,17.8,96.0
2024-11-22,600,17.8,97.0
2024-11-22,700,17.6,97.0
2024-11-22,800,18.2,97.0
2024-11-22,900,18.0,97.0
2024-11-22,1000,21.1,89.0
2024-11-22,1100,23.7,72.0
2024-11-22,1200,24.1,72.0
2024-11-22,1300,24.3,68.0
2024-11-22,1400,24.9,64.0
2024-11-22,1500,27.1,57.0
2024-11-22,1600,27.1,57.0
2024-11-22,1700,23.5,75.0
2024-11-22,1800,22.8,76.0
2024-11-22,1900,22.7,80.0
2024-11-22,2000,23.0,77.0
2024-11-22,2100,22.0,84.0
2024-11-22,2200,21.8,87.0
2024-11-22,2300,21.5,87.0
2024-11-23,0,21.3,89.0
2024-11-23,100,21.2,90.0
2024-11-23,200,20.9,91.0
2024-11-23,300,21.1,90.0
2024-11-23,400,21.2,88.0
2024-11-23,500,21.0,89.0
2024-11-23,600,20.3,92.0
2024-11-23,700,19.9,92.0
2024-11-23,800,19.0,95.0
2024-11-23,900,19.7,96.0
2024-11-23,1000,20.8,88.0
2024-11-23,1100,21.5,85.0
2024-11-23,1200,23.5,77.0
2024-11-23,1300,23.0,74.0
2024-11-23,1400,25.3,69.0
2024-11-23,1500,26.6,58.0
2024-11-23,1600,23.1,79.0
2024-11-23,1700,21.3,84.0
2024-11-23,1800,22.4,77.0
2024-11-23,1900,22.7,75.0
2024-11-23,2000,22.2,77.0
2024-11-23,2100,21.7,79.0
2024-11-23,2200,20.9,87.0
2024-11-23,2300,20.5,93.0
2024-11-24,0,19.8,95.0
2024-11-24,100,19.9,96.0
2024-11-24,200,20.4,96.0
2024-11-24,300,20.3,93.0
2024-11-24,400,19.5,94.0
2024-11-24,500,18.7,94.0
2024-11-24,600,18.7,96.0
2024-11-24,700,18.2,97.0
2024-11-24,800,18.3,97.0
2024-11-24,900,18.8,97.0
2024-11-24,1000,19.7,96.0
2024-11-24,1100,21.0,84.0
2024-11-24,1200,22.5,77.0
2024-11-24,1300,23.7,74.0
2024-11-24,1400,25.4,61.0
2024-11-24,1500,26.2,60.0
2024-11-24,1600,25.4,63.0
2024-11-24,1700,23.0,77.0
2024-11-24,1800,23.2,80.0
2024-11-24,1900,23.7,76.0
2024-11-24,2000,20.5,93.0
2024-11-24,2100,20.4,90.0
2024-11-24,2200,20.2,92.0
2024-11-24,2300,19.9,92.0
2024-11-25,0,19.7,90.0
2024-11-25,100,19.9,91.0
2024-11-25,200,20.0,89.0
2024-11-25,300,20.0,89.0
2024-11-25,400,19.4,92.0
2024-11-25,500,19.2,93.0
2024-11-25,600,19.0,93.0
2024-11-25,700,18.9,91.0
2024-11-25,800,18.9,90.0
2024-11-25,900,18.8,90.0
2024-11-25,1000,18.9,92.0
2024-11-25,1100,19.6,88.0
2024-11-25,1200,20.4,85.0
2024-11-25,1300,21.5,78.0
2024-11-25,1400,21.6,77.0
2024-11-25,1500,22.1,77.0
2024-11-25,1600,20.7,87.0
2024-11-25,1700,23.5,72.0
2024-11-25,1800,24.7,64.0
2024-11-25,1900,24.2,66.0
2024-11-25,2000,25.0,64.0
2024-11-25,2100,23.4,68.0
2024-11-25,2200,22.3,71.0
2024-11-25,2300,21.3,77.0
2024-11-26,0,20.7,80.0
2024-11-26,100,20.8,79.0
2024-11-26,200,20.3,81.0
2024-11-26,300,20.2,82.0
2024-11-26,400,19.9,84.0
2024-11-26,500,19.6,88.0
2024-11-26,600,19.5,90.0
2024-11-26,700,19.0,92.0
2024-11-26,800,18.9,90.0
2024-11-26,900,19.1,88.0
2024-11-26,1000,19.4,88.0
2024-11-26,1100,20.2,85.0
2024-11-26,1200,21.3,80.0
2024-11-26,1300,22.4,76.0
2024-11-26,1400,23.4,71.0
2024-11-26,1500,25.2,63.0
2024-11-26,1600,26.9,59.0
2024-11-26,1700,25.4,61.0
2024-11-26,1800,24.2,72.0
2024-11-26,1900,25.4,63.0
2024-11-26,2000,25.3,63.0
2024-11-26,2100,24.4,68.0
2024-11-26,2200,23.5,72.0
2024-11-26,2300,23.3,72.0
2024-11-27,0,22.4,78.0
2024-11-27,100,21.8,84.0
2024-11-27,200,21.7,85.0
2024-11-27,300,21.4,87.0
2024-11-27,400,21.0,87.0
2024-11-27,500,20.5,92.0
2024-11-27,600,20.2,93.0
2024-11-27,700,20.0,93.0
2024-11-27,800,19.8,94.0
2024-11-27,900,19.5,94.0
2024-11-27,1000,20.0,93.0
2024-11-27,1100,19.9,96.0
2024-11-27,1200,21.3,89.0
2024-11-27,1300,24.0,74.0
2024-11-27,1400,25.0,65.0
2024-11-27,1500,25.5,67.0
2024-11-27,1600,24.7,65.0
2024-11-27,1700,27.1,56.0
2024-11-27,1800,26.8,57.0
2024-11-27,1900,27.2,53.0
2024-11-27,2000,26.0,61.0
2024-11-27,2100,24.9,69.0
2024-11-27,2200,23.5,80.0
2024-11-27,2300,22.3,84.0
2024-11-28,0,21.8,86.0
2024-11-28,100,21.4,89.0
2024-11-28,200,20.6,93.0
2024-11-28,300,19.9,95.0
2024-11-28,400,19.6,96.0
2024-11-28,500,20.1,93.0
2024-11-28,600,19.3,95.0
2024-11-28,700,18.9,97.0
2024-11-28,800,18.4,97.0
2024-11-28,900,19.0,97.0
2024-11-28,1000,22.0,82.0
2024-11-28,1100,24.3,69.0
2024-11-28,1200,26.1,59.0
2024-11-28,1300,27.5,50.0
2024-11-28,1400,29.1,47.0
2024-11-28,1500,27.4,52.0
2024-11-28,1600,28.3,51.0
2024-11-28,1700,28.8,49.0
2024-11-28,1800,26.5,62.0
2024-11-28,1900,25.7,59.0
2024-11-28,2000,25.0,62.0
2024-11-28,2100,23.8,74.0
2024-11-28,2200,22.6,81.0
2024-11-28,2300,21.6,84.0
2024-11-29,0,20.9,86.0
2024-11-29,100,21.0,85.0
2024-11-29,200,20.9,86.0
2024-11-29,300,20.9,87.0
2024-11-29,400,20.6,91.0
2024-11-29,500,19.9,95.0
2024-11-29,600,20.2,94.0
2024-11-29,700,19.2,95.0
2024-11-29,800,19.0,96.0
2024-11-29,900,19.2,97.0
2024-11-29,1000,20.5,92.0
2024-11-29,1100,22.1,82.0
2024-11-29,1200,24.4,73.0
2024-11-29,1300,25.8,61.0
2024-11-29,1400,28.0,54.0
2024-11-29,1500,28.7,50.0
2024-11-29,1600,27.6,58.0
2024-11-29,1700,27.8,53.0
2024-11-29,1800,25.5,63.0
2024-11-29,1900,21.3,86.0
2024-11-29,2000,22.3,83.0
2024-11-29,2100,22.3,81.0
2024-11-29,2200,21.7,83.0
2024-11-29,2300,22.0,80.0
2024-11-30,0,21.6,82.0
2024-11-30,100,22.0,83.0
2024-11-30,200,21.5,85.0
2024-11-30,300,21.0,89.0
2024-11-30,400,20.9,91.0
2024-11-30,500,20.5,93.0
2024-11-30,600,20.7,90.0
2024-11-30,700,20.1,91.0
2024-11-30,800,19.9,92.0
2024-11-30,900,19.6,94.0
2024-11-30,1000,20.7,87.0
2024-11-30,1100,22.0,78.0
2024-11-30,1200,23.2,73.0
2024-11-30,1300,24.6,63.0
2024-11-30,1400,26.1,62.0
2024-11-30,1500,26.6,58.0
2024-11-30,1600,27.6,54.0
2024-11-30,1700,28.7,50.0
2024-11-30,1800,28.4,48.0
2024-11-30,1900,28.4,48.0
2024-11-30,2000,28.5,48.0
2024-11-30,2100,26.5,56.0
2024-11-30,2200,25.0,64.0
2024-11-30,2300,24.2,66.0
2024-12-01,0,23.4,74.0
2024-12-01,100,22.4,82.0
2024-12-01,200,21.5,89.0
2024-12-01,300,21.1,90.0
2024-12-01,400,20.0,93.0
2024-12-01,500,20.1,93.0
2024-12-01,600,19.9,95.0
2024-12-01,700,20.0,94.0
2024-12-01,800,20.1,93.0
2024-12-01,900,20.0,89.0
2024-12-01,1000,20.9,86.0
2024-12-01,1100,21.6,85.0
2024-12-01,1200,22.8,81.0
2024-12-01,1300,23.6,73.0
2024-12-01,1400,25.5,69.0
2024-12-01,1500,27.5,57.0
2024-12-01,1600,26.4,59.0
2024-12-01,1700,26.5,56.0
2024-12-01,1800,26.3,69.0
2024-12-01,1900,25.6,65.0
2024-12-01,2000,24.9,69.0
2024-12-01,2100,23.8,73.0
2024-12-01,2200,22.3,82.0
2024-12-01,2300,21.8,87.0
2024-12-02,0,21.4,91.0
2024-12-02,100,21.4,90.0
2024-12-02,200,21.1,92.0
2024-12-02,300,20.1,94.0
2024-12-02,400,20.5,92.0
2024-12-02,500,20.0,94.0
2024-12-02,600,19.6,94.0
2024-12-02,700,19.7,91.0
2024-12-02,800,19.8,91.0
2024-12-02,900,19.8,92.0
2024-12-02,1000,20.2,91.0
2024-12-02,1100,20.8,90.0
2024-12-02,1200,22.2,83.0
2024-12-02,1300,22.9,77.0
2024-12-02,1400,24.6,70.0
2024-12-02,1500,24.0,73.0
2024-12-02,1600,24.4,69.0
2024-12-02,1700,24.9,69.0
2024-12-02,1800,27.1,61.0
2024-12-02,1900,23.4,70.0
2024-12-02,2000,23.3,71.0
2024-12-02,2100,22.7,79.0
2024-12-02,2200,21.5,83.0
2024-12-02,2300,20.8,86.0
2024-12-03,0,20.3,89.0
2024-12-03,100,20.3,89.0
2024-12-03,200,20.6,89.0
2024-12-03,300,20.1,91.0
2024-12-03,400,19.9,92.0
2024-12-03,500,20.0,91.0
2024-12-03,600,19.4,91.0
2024-12-03,700,19.8,92.0
2024-12-03,800,18.7,94.0
2024-12-03,900,18.9,96.0
2024-12-03,1000,22.2,83.0
2024-12-03,1100,23.0,79.0
2024-12-03,1200,24.9,73.0
2024-12-03,1300,25.4,66.0
2024-12-03,1400,17.6,96.0
2024-12-03,1500,21.2,97.0
2024-12-03,1600,24.6,74.0
2024-12-03,1700,26.3,62.0
2024-12-03,1800,26.8,59.0
2024-12-03,1900,27.5,51.0
2024-12-03,2000,27.4,51.0
2024-12-03,2100,25.2,64.0
2024-12-03,2200,22.8,78.0
2024-12-03,2300,21.8,85.0
2024-12-04,0,21.8,84.0
2024-12-04,100,21.8,85.0
2024-12-04,200,21.2,90.0
2024-12-04,300,20.6,90.0
2024-12-04,400,19.6,94.0
2024-12-04,500,19.9,96.0
2024-12-04,600,19.7,96.0
2024-12-04,700,19.4,97.0
2024-12-04,800,19.4,97.0
2024-12-04,900,19.6,97.0
2024-12-04,1000,20.8,88.0
2024-12-04,1100,22.6,81.0
2024-12-04,1200,24.5,69.0
2024-12-04,1300,24.9,65.0
2024-12-04,1400,26.0,60.0
2024-12-04,1500,24.6,69.0
2024-12-04,1600,27.6,54.0
2024-12-04,1700,26.1,60.0
2024-12-04,1800,26.4,62.0
2024-12-04,1900,25.2,68.0
2024-12-04,2000,21.9,87.0
2024-12-04,2100,21.6,92.0
2024-12-04,2200,20.9,88.0
2024-12-04,2300,18.8,97.0
2024-12-05,0,19.2,95.0
2024-12-05,100,18.9,97.0
2024-12-05,200,18.6,96.0
2024-12-05,300,18.5,96.0
2024-12-05,400,18.4,96.0
2024-12-05,500,18.3,97.0
2024-12-05,600,18.0,97.0
2024-12-05,700,18.5,95.0
2024-12-05,800,17.7,97.0
2024-12-05,900,17.2,97.0
2024-12-05,1000,19.5,97.0
2024-12-05,1100,21.2,83.0
2024-12-05,1200,22.1,77.0
2024-12-05,1300,23.3,70.0
2024-12-05,1400,25.2,63.0
2024-12-05,1500,27.5,58.0
2024-12-05,1600,27.2,53.0
2024-12-05,1700,28.0,49.0
2024-12-05,1800,27.8,49.0
2024-12-05,1900,27.0,46.0
2024-12-05,2000,26.2,55.0
2024-12-05,2100,24.7,65.0
2024-12-05,2200,23.4,72.0
2024-12-05,2300,21.6,83.0
2024-12-06,0,20.4,89.0
2024-12-06,100,20.6,92.0
2024-12-06,200,20.1,94.0
2024-12-06,300,20.0,91.0
2024-12-06,400,18.9,95.0
2024-12-06,500,20.7,80.0
2024-12-06,600,20.8,62.0
2024-12-06,700,20.0,57.0
2024-12-06,800,16.1,81.0
2024-12-06,900,16.5,78.0
2024-12-06,1000,21.9,56.0
2024-12-06,1100,23.5,49.0
2024-12-06,1200,25.0,46.0
2024-12-06,1300,26.6,43.0
2024-12-06,1400,27.7,35.0
2024-12-06,1500,28.4,31.0
2024-12-06,1600,29.1,29.0
2024-12-06,1700,29.0,28.0
2024-12-06,1900,29.4,28.0
2024-12-06,2000,28.7,30.0
2024-12-06,2100,27.4,33.0
2024-12-06,2200,25.9,41.0
2024-12-06,2300,25.3,41.0
2024-12-07,0,24.3,50.0
2024-12-07,100,23.4,53.0
2024-12-07,200,20.7,66.0
2024-12-07,300,21.8,59.0
2024-12-07,400,21.8,61.0
2024-12-07,500,21.7,63.0
2024-12-07,600,21.6,62.0
2024-12-07,700,21.1,63.0
2024-12-07,800,20.7,69.0
2024-12-07,900,17.5,87.0
2024-12-07,1000,22.3,66.0
2024-12-07,1100,24.3,59.0
2024-12-07,1200,25.5,56.0
2024-12-07,1300,26.8,53.0
2024-12-07,1400,27.9,44.0
2024-12-07,1500,29.0,37.0
2024-12-07,1600,29.5,34.0
2024-12-07,1700,28.5,38.0
2024-12-07,1800,30.3,32.0
2024-12-07,1900,29.0,33.0
2024-12-07,2000,29.6,33.0
2024-12-07,2100,27.8,40.0
2024-12-07,2200,26.2,41.0
2024-12-07,2300,25.6,42.0
2024-12-08,0,23.4,53.0
2024-12-08,100,22.7,59.0
2024-12-08,200,20.1,68.0
2024-12-08,300,18.9,76.0
2024-12-08,400,18.6,81.0
2024-12-08,500,19.7,79.0
2024-12-08,600,18.6,83.0
2024-12-08,700,19.0,79.0
2024-12-08,800,17.5,89.0
2024-12-08,900,18.4,87.0
2024-12-08,1100,24.9,54.0
2024-12-08,1200,26.8,47.0
2024-12-08,1300,27.3,46.0
2024-12-08,1400,28.7,43.0
2024-12-08,1500,27.7,45.0
2024-12-08,1600,30.2,38.0
2024-12-08,1700,29.4,35.0
2024-12-08,1800,29.0,40.0
2024-12-08,1900,29.8,39.0
2024-12-08,2000,29.3,37.0
2024-12-08,2100,28.6,44.0
2024-12-08,2200,26.0,55.0
2024-12-08,2300,25.1,58.0
2024-12-09,0,22.3,82.0
2024-12-09,100,21.5,84.0
2024-12-09,200,20.7,86.0
2024-12-09,300,19.4,91.0
2024-12-09,400,18.8,94.0
2024-12-09,500,18.7,92.0
2024-12-09,600,18.3,95.0
2024-12-09,700,18.2,94.0
2024-12-09,800,18.5,90.0
2024-12-09,900,18.6,94.0
2024-12-09,1000,21.9,83.0
2024-12-09,1100,25.3,63.0
2024-12-09,1200,26.7,53.0
2024-12-09,1300,28.9,50.0
2024-12-09,1400,29.0,48.0
2024-12-09,1500,29.3,43.0
2024-12-09,1600,30.6,38.0
2024-12-09,1700,25.5,60.0
2024-12-09,1800,23.7,70.0
2024-12-09,1900,24.5,71.0
2024-12-09,2000,24.6,68.0
2024-12-09,2100,23.1,74.0
2024-12-09,2200,21.1,86.0
2024-12-09,2300,21.0,88.0
2024-12-10,0,20.6,88.0
2024-12-10,100,19.7,89.0
2024-12-10,200,21.7,83.0
2024-12-10,300,19.6,90.0
2024-12-10,400,22.0,79.0
2024-12-10,500,21.3,80.0
2024-12-10,600,20.3,89.0
2024-12-10,700,20.0,91.0
2024-12-10,800,20.1,89.0
2024-12-10,900,21.2,85.0
2024-12-10,1000,22.5,78.0
2024-12-10,1100,24.4,69.0
2024-12-10,1200,25.7,66.0
2024-12-10,1300,27.8,60.0
2024-12-10,1400,28.1,50.0
2024-12-10,1500,29.1,48.0
2024-12-10,1600,28.6,50.0
2024-12-10,1700,28.5,49.0
2024-12-10,1800,29.0,45.0
2024-12-10,1900,29.2,43.0
2024-12-10,2000,27.8,53.0
2024-12-10,2100,24.5,65.0
2024-12-10,2200,24.3,66.0
2024-12-10,2300,20.9,91.0
2024-12-11,0,21.0,85.0
2024-12-11,100,20.8,86.0
2024-12-11,200,19.4,92.0
2024-12-11,300,20.6,88.0
2024-12-11,400,20.5,85.0
2024-12-11,500,20.3,83.0
2024-12-11,600,19.5,87.0
2024-12-11,700,19.8,87.0
2024-12-11,800,19.8,86.0
2024-12-11,900,20.0,86.0
2024-12-11,1000,21.7,80.0
2024-12-11,1100,24.4,69.0
2024-12-11,1200,23.9,72.0
2024-12-11,1300,24.3,66.0
2024-12-11,1400,25.6,63.0
2024-12-11,1500,27.3,56.0
2024-12-11,1600,29.0,52.0
2024-12-11,1700,27.8,52.0
2024-12-11,1800,28.0,51.0
2024-12-11,1900,26.7,51.0
2024-12-11,2000,25.5,66.0
2024-12-11,2100,25.0,64.0
2024-12-11,2200,22.6,77.0
2024-12-11,2300,22.4,77.0
2024-12-12,0,21.4,86.0
2024-12-12,100,20.7,87.0
2024-12-12,200,20.6,89.0
2024-12-12,300,20.7,86.0
2024-12-12,400,20.6,88.0
2024-12-12,500,20.3,92.0
